Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
Excel: Tips and Tricks (2023),"<p>Want to take your Excel game to the next level? In this course, veteran Excel trainer and instructor Dennis Taylor shares powerful tips, tricks, and shortcuts that can help you leverage more of what Excel has to offer. Learn time-saving tricks for creating formulas rapidly, accelerating data entry, and navigating within worksheets efficiently. Plus, discover drag and drop techniques, formatting shortcuts, charting, and much more.
</p><p>
Note: This course was recorded on Excel for Microsoft 365; however, most of the contents will benefit anyone using Office 2019 or 2016.",Course,2025-02-26 21:17 UTC,N/A,false,N/A,
Learning Microsoft 365 Copilot for Work (2024),"<p>Discover how—through Copilot—AI can help you create documents, summarize messages, and analyze data from natural language requests in Word, Excel, Outlook, Teams, and PowerPoint. Staff instructor Nick Brazzi also introduces Microsoft 365 Business Chat, which allows you to ask questions and make requests using secure data from your calendar, messages, and files.</p>
<p>This course is part of these Professional Certificates from Microsoft:<br>
<ul>
<li><a href=""https://www.linkedin.com/learning/paths/generative-ai-for-marketing-with-microsoft-365-copilot-professional-certificate"" target=""_blank"">Generative AI for Marketing with Microsoft 365 Copilot</a></li>
<li><a href=""https://www.linkedin.com/learning/paths/generative-ai-for-sales-with-microsoft-365-copilot-professional-certificate"" target=""_blank"">Generative AI for Sales with Microsoft 365 Copilot</a></li>
<li><a href=""https://www.linkedin.com/learning/paths/generative-ai-for-customer-service-with-microsoft-365-copilot-professional-certificate"" target=""_blank"">Generative AI for Customer Service with Microsoft 365 Copilot</a></li>
<li><a href=""https://www.linkedin.com/learning/paths/microsoft-copilot-for-productivity-by-microsoft-and-linkedin"" target=""_blank"">Microsoft Copilot for Productivity by Microsoft and LinkedIn</a></li>
<li><a href=""https://www.linkedin.com/learning/paths/career-essentials-in-generative-ai-by-microsoft-and-linkedin"" target=""_blank"">Career Essentials in Generative AI by Microsoft and LinkedIn</a></li>
</ul></p>",Course,2025-06-02 12:04 UTC,N/A,false,N/A,
Enhancing Product Development with Custom ChatGPTs,"Do you want to take your product development to the next level? In this course, Ethan Cole, a technology leader and product expert, shares how to harness the power of AI to enhance your productivity and innovation. Learn to generate product ideas and implement custom GPTs in product development cycle from conception to execution. After this course, you'll be ready to implement GPTs into your product development workflows and achieve new heights.",Course,2025-03-21 13:04 UTC,N/A,false,N/A,
PowerPoint et Microsoft 365 Copilot : Du prompt à la présentation,"Si vous souhaitez être assisté lors de la réalisation de présentations PowerPoint, alors cette formation de Chantal Bossé est pour vous. En effet, vous allez découvrir Copilot, l'assistant IA de la suite bureautique Microsoft 365. Vous commencerez par vous familiariser avec la notion de prompts et d'invites, vous apprendrez à concevoir un plan de présentation, puis vous entrerez dans le vif du sujet, c'est-à-dire la réalisation de présentations grâce à de nombreux exemples concrets. Vous verrez comment créer du contenu à partir de modèles ou pas, comment ajouter des médias et comment modifier, analyser et résumer, notamment si votre présentation se destine à plusieurs audiences différentes.

</p><p> Ce cours fait partie d’un <a href=""https://www.linkedin.com/learning/paths/ameliorez-votre-productivite-grace-a-l-ia-generative-avec-microsoft-et-linkedin"" target=""_blank"">certificat professionnel</a> de Microsoft.</p>",Course,2024-09-09 05:45 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:3940373,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:3940373,Course,N/A,N/A,true,N/A,
Producing Podcasts,"Want to share your message with the world? Why not start your own podcast? Podcasts are more popular than ever, which makes podcasting a great way to capture an audience of engaged listeners. With today's inexpensive recording equipment and editing software, it's possible to self-produce a podcast from anywhere. This course is designed to take you step by step through the entire process, from planning your format and buying the right equipment to recording your podcast and uploading episodes for distribution. Instructor Danny Ozment has produced over 20 different podcasts, which are downloaded more than 100,000 times a month. Here he provides inside tips on setting up your environment, recording and editing clean audio takes, building an audience, and turning that audience into a community of followers.",Course,2025-06-28 11:50 UTC,N/A,false,N/A,
Publier efficacement sur LinkedIn,"Quels que soient votre secteur d'activité et votre fonction, publier sur LinkedIn est un excellent moyen de mettre en avant votre expertise et votre entreprise. Avec cette formation de Grégory Mancel, vous découvrirez les nombreux outils à votre disposition, les médias que vous serez en mesure d'utiliser et comment créer des publications impactantes, pertinentes et qui remporteront l'adhésion du public visé. Vous verrez également comment interagir avec vos publications, comment leur donner une seconde vie et comment tirer parti des statistiques et des résultats pour en augmenter la portée.",Course,2025-06-03 19:03 UTC,N/A,false,N/A,
Micro-Presentations: Saying More in Less Time,"Brevity is key to effective communication, especially in a world where capturing the attention of an audience has become increasingly challenging. But how do you ensure that your audience gets the information they need when time is limited? In this course, public speaking coach Lisa Braithwaite shares how to condense your content without compromising your material.<br><br>Lisa starts by explaining the value of presentations that are under five minutes. She then reviews the elements of a strong presentation and shares the key factors that contribute to a successful micro-presentation. She covers how to structure your content, what to leave in, and more importantly, what to take out. Lisa also goes over concepts to help you practice your presentation, keep your audience engaged, and avoid common mistakes. After this course, you'll be ready to start crafting shorter presentations that pack a punch.<br><br>This course was created by <a href=""http://www.onlymadecraft.com"" target=""_blank"">Madecraft</a>. We are pleased to host this training in our library.<br><br><img src=""https://media.licdn.com/media/AAYAAgCwAAoAAQAAAAAAAHppnBQxgeyWS2CsU3aDDPcMgw.jpg"" height=""20%"" width=""20%"">",Course,2025-03-01 14:53 UTC,2025-03-01 14:49 UTC,false,N/A,
LinkedIn Creator Mode,"The term “creator economy” describes the work that people and organizations produce—such as videos, photos, or blog posts—to garner a following online. The LinkedIn feed is driven by creators looking for a way to connect with their audience. Are you looking to become a creator, or are you already creating but want to build a larger following? The Creator Profile feature on LinkedIn gives you a set of tools to jumpstart your presence in the creator ecosystem on LinkedIn. Kim Kaupe, a successful LinkedIn creator, introduces you to Creator Mode, how to turn it on and get started using it, and more. Kim explains the “talks about” section and how to add your own hashtags. She covers how to customize your banner, add a short introduction video to your profile, and implement a follower button and a featured section. Plus, Kim goes over how to add the pronunciation feature to your name so other can feel confident when meeting you or introducing you to others.",Course,2025-02-26 22:40 UTC,N/A,false,N/A,
Choosing the Right Project Management Certification for Your Career,"In this course, discover which project management certification can help you meet your career goals. Follow along with Asya Watkins, founder of Women of Project Management, as she provides a tour of some of the top certifications in the project management field—including the PMP, CAPM, agile PM certifications, and Lean Six Sigma. Asya begins by helping you assess current skills and career aspirations. Next, she takes you through the key considerations for each certification: ideal candidates, exam format, and eligibility. Learn how to match your personal goals with the right certification, and evaluate which certification aligns best with your career objectives.",Course,2025-09-29 01:01 UTC,N/A,false,N/A,
Transformer vos salariés / salariées en ambassadeurs de votre marque,"La marque employeur est devenue un pilier central de la stratégie globale d'une entreprise. Comprendre et maîtriser les réseaux sociaux, ainsi que les plateformes en ligne, devient essentiel pour construire une image de marque forte et attractive. C'est pourquoi Maud Grenier, Recruteuse, Responsable RH depuis plus de 15 ans et Top Voice sur LinkedIn, vous propose ce cours afin de vous guider et faire de vos salariés votre meilleur atout. Ensemble, vous allez aborder les techniques, les astuces et les conseils essentiels pour attirer les talents. Incitez-les à devenir de véritables ambassadeurs de l'entreprise et dynamisez ainsi la marque employeur !",Course,2024-10-18 16:48 UTC,N/A,false,N/A,
Social Media Marketing for Small Business,"What does it take to be successful at social media marketing? Find out in this course, as digital marketing expert Martin Waxman helps you to develop and implement a social media marketing strategy tied to your business goals. Martin shares definitions, strategy best practices, and tips for key activities like goal-setting, identifying and training your team, finding your customers online, and writing an action plan. He also outlines what content to publish where, how to publish it, and how to measure your success. Done well, social media marketing can help your small business build better relationships with customers.",Course,N/A,N/A,true,N/A,
Landing a MAANG Job: Behavioral Interview Questions,"Have you dreamed of landing a job at Meta, Amazon, Apple, Netflix, and Google, and other top-tier tech companies? These positions can seem daunting at first to most candidates (even those who ultimately landed offers!), but what most candidates don't know is that there is a highly-structured way to tackle the interview process that will maximize your chances of landing the offers. In this course, Vincent Xu, a former Googler and founder of recruiting powerhouse TalentGeist, demystifies the interview process at top-tier tech companies (MAANG and equivalents like Microsoft and ByteDance), helping you nail kind of interview questions that you'll get regardless of what role you're applying for: behavioral, motivational, resume-based, and company knowledge questions. Get exclusive insights that you can start applying right away to your own interview prep.",Course,2025-10-14 21:41 UTC,N/A,false,N/A,
Communication Foundations,"<p>Your communication skills affect your career prospects, the value you bring to your company, and the likelihood of your promotion. This course helps you communicate better in a variety of professional situations, including meetings, digital communications, pitches, and presentations. Instructors Tatiana Kolovou and Brenda Bailey-Hughes introduce the four building blocks of communication—people, message, context, and listening—and show how they apply in different circumstances. Join Tatiana and Brenda as they share their communications tool kits and show you how to build this core competency and communicate in a way that effectively and professionally conveys your message.</p><p>This course includes AI-powered Role Play. Role Play allows you to practice what you’ve learned in interactive simulations of real-world conversations.</p>
<p>This course is part of these Professional Certificates:</p>
<ul>
<li><a href=""https://www.linkedin.com/learning/paths/becoming-a-manager-professional-certificate-by-linkedin-learning"">Becoming a Manager Professional Certificate</a> from LinkedIn Learning.</li>
<li><a href=""https://www.linkedin.com/learning/paths/career-essentials-in-administrative-assistance-by-microsoft-and-linkedin"">Career Essentials in Administrative Assistance Professional Certificate</a> from Microsoft.</li>
<li><a href=""https://www.linkedin.com/learning/paths/professional-soft-skills-learning-pathway"" target=""_blank"">Professional Soft Skills Learning Pathway</a> from Microsoft.</li>
</ul>",Course,2024-12-14 17:40 UTC,N/A,false,N/A,
Marketing on Instagram,"If you're interested in marketing your product or service on Instagram, join Anson Alexander in this course as he acquaints you with key features and digital marketing strategies that can help improve your online presence and boost sales using the popular social platform. Anson demonstrates how to use built-in Instagram tools for businesses, brainstorm content ideas, and develop a posting schedule based on the activity of your target market. He shares tips for creating engaging content with Instagram Stories and Reels. Anson demonstrates how to use Instagram Insights to review statistics and metrics regarding your posts to optimize your marketing strategies. He also shows how to create shopping posts in Instagram Shopping as well as how to use paid ads to reach a wider audience. Plus, Anson provides insider tips and secrets that can help you navigate the Instagram community like a pro.",Course,2025-02-26 00:54 UTC,N/A,true,N/A,
Social Media Marketing: Strategy and Optimization,"<div><a href=""https://www.linkedin.com/newsletters/6642894648903823360?trk=lil-course-description"" target=""_blank"" class=""artdeco-button artdeco-button--1"">View Martin's LinkedIn Newsletter</a></div><p>Learn a three-step recipe for optimizing your social media marketing mix. Get a fresh perspective on your content, your choice of platform, and your strategy. Join digital communication strategist Martin Waxman for this illuminating short course that will get even the most experienced marketers out of a social media rut. Learn how to analyze what's working—and what's not—with SWOT analysis, and adapt your plan to capitalize on your strengths. Then Martin takes you through the types of social media content you can create on the various platforms and how they can help you achieve your brand's goals. Plus, learn how to turn strategy into action and create paid and organic posts and stories that engage your customers. </p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/social-media-marketing-professional-certificate-by-hootsuite"" target=""_blank"">Professional Certificate</a> from Hootsuite.</p>",Course,N/A,N/A,true,N/A,
Excel : Les formules et les fonctions avancées (Microsoft 365),"Si vous souhaitez tirer parti de vos données dans Excel, suivez cette formation consacrée aux fonctions et formules avancées. Avec Martial Auroy, vous rafraîchirez vos connaissances sur les données avant de vous lancer dans l'exploitation des dates, des nombres et des textes. Puis, vous aborderez les conditions et la manière de les utiliser au mieux pour vos calculs. Au terme de cette formation, vous aurez acquis des bases solides pour utiliser les formules et les fonctions dans le tableur de Microsoft.",Course,2024-07-16 07:44 UTC,N/A,false,N/A,
Découvrir les métiers du futur,"Dans cette formation d'Isabelle Rouhan, vous allez découvrir les métiers du futur. Qu'il s'agisse de cybersécurité, de médecine, d'apprentissage, de protection juridique, de stratégie d'entreprise, de commerce, de gestion de projets et de ressources humaines, et de bien d'autres, ces métiers mettent tous en œuvre des concepts résolument modernes et des technologies évoluées. Mais, le plus important, c'est que ces métiers s'adressent à tous et font appel à toutes les compétences, aussi bien humaines que professionnelles.",Course,2024-06-29 19:26 UTC,N/A,false,N/A,
Conducting a SWOT Analysis,"Your organization's landscape is constantly changing, as are markets, consumer preferences, and the economy in general. You may have solid plans in place, but when the unexpected strikes, you may be forced to pivot and re-evaluate your options. In this course, innovation and business strategy expert Jim Belfiore shows you how to use the incredibly simple yet powerful SWOT (strengths, weaknesses, opportunities, threats) methodology to evaluate your company’s footing and develop a strategic business plan. Jim shares how to leverage strengths, convert weaknesses, use opportunities, and neutralize threats to bolster your business. In addition, he explains how to use SWOT analysis for personal and organizational growth and drive positive change in yourself and your organization. 


<br><br>This course was created by <a href=""http://www.onlymadecraft.com"" target=""_blank"">Madecraft</a>. We are pleased to host this training in our library.<br><br><img src=""https://media.licdn.com/media/AAYAAgCwAAoAAQAAAAAAAHppnBQxgeyWS2CsU3aDDPcMgw.jpg"" height=""20%"" width=""20%"">",Course,N/A,N/A,true,N/A,
L’intelligence artificielle pour les leaders et les managers,"L'intelligence artificielle (IA) est en train de révolutionner de nombreux domaines, dont celui du leadership et du management. Comme vous le verrez dans cette formation de Mustapha Kalfate, les leaders peuvent prendre, grâce à l'IA, des décisions plus éclairées, identifier de nouvelles opportunités et gérer leurs équipes de manière plus efficace. Mais cela passe également par la capacité à comprendre et à interpréter judicieusement les données fournies par l'IA, à mettre en place une éthique et à savoir répondre aux attentes parfois excessives des employés et des clients.
</p><p> Ce cours fait partie d’un <a href=""https://www.linkedin.com/learning/paths/l-intelligence-artificielle-pour-les-dirigeants-par-microsoft-et-linkedin"" target=""_blank"">certificat professionnel</a> de Microsoft.</p>",Course,2024-06-16 09:10 UTC,N/A,false,N/A,
Internal Interviewing,"You see a job posting you'd be perfect for and—best of all—it's at your current employer. However, current employees don't always get preferential treatment when it comes to hiring. Learn how to position yourself for a new role and prepare for the process of internal interviewing. Personal brand expert Lida Citroën helps you assess your internal reputation and have a conversation with your current boss about exploring a new job within the company.  She also provides pre-interview research and prep tips, and helps you outline your elevator pitch for the interview. Lastly, she provides guidance on what to do if you do—or don't—get the job.",Course,2025-02-26 23:48 UTC,N/A,false,N/A,
AI in Project Management,"<p>Discover how AI can streamline project management in this course led by experts Chris Croft and Dave Birss. Chris brings extensive expertise in project management, while Dave specializes in generative AI, making them the perfect duo to guide you through integrating AI into your project workflows. </p>

<p>This course teaches you how to integrate AI effectively into project planning, enhancing everything from risk assessment to resource allocation. This course covers practical AI applications in project management, demonstrating how it interfaces with management software and improves the estimation of time and costs. </p>

<p>Ideal for project managers eager to incorporate AI into their processes for quicker, more precise planning. You'll start with simple tasks like automating meeting minutes and gradually progress to more complex applications. By the end of this course, you'll be equipped to use AI as a significant asset in your project management toolkit. </p>

<p>This course was created by Chris Croft, Dave Birss, and CRFT Productions. We are pleased to host this training in our library. </p>",Course,2025-10-05 11:33 UTC,N/A,false,N/A,
L'anglais des affaires : Grammaire et vocabulaire des négociations (cours en anglais),Vous voulez communiquer en anglais avec aisance ? Ce cours vous permet de vous préparer à des négociations en anglais et vous aide à rafraîchir et à approfondir vos connaissances en anglais. Vous apprendrez des modèles de communication immédiatement utilisables ainsi que tous les termes et expressions importants. <br><br> Ecoutez et parlez avec les autres - vous apprendrez ainsi rapidement à communiquer avec succès en anglais. <br><br> Remarque : ce cours vidéo a été créé par Speexx. Nous sommes heureux de présenter ce contenu dans notre bibliothèque.,Course,2024-06-21 07:39 UTC,N/A,false,N/A,
30 Practical AI Tips,"How do you go from using AI to making AI useful to you? That’s what LinkedIn Principal Instructor Morten Rand-Hendriksen set out to find out in this 30 part series, originally published as a daily video and article on LinkedIn. Each video and article covers one practical, actionable, tactical use of AI and gives you all the information you need to try it for yourself. Let’s figure out this AI stuff together!",Course,N/A,N/A,true,N/A,
Mener un entretien annuel,"Dans cette formation qui s'adresse aux managers et aux responsables RH, Camille Lin vous guide à travers toutes les étapes de l’entretien annuel, depuis sa préparation jusqu'à son suivi. Vous apprendrez à distinguer entretien annuel et professionnel, à structurer efficacement vos entretiens pour évaluer les performances et à planifier le développement de vos collaborateurs. Grâce à des techniques de communication adaptées, vous saurez transformer les discussions sensibles en opportunités de progrès. Enfin, vous verrez l'importance du suivi post-entretien pour garantir un impact durable sur la performance globale et le développement professionnel.",Course,2024-11-04 22:42 UTC,N/A,false,N/A,
How to use ChatGPT for Content Creation,"Among the many uses for AI, did you know you can use it to facilitate content creation? In this course, podcaster and content strategist Nicky Saunders guides you through everything you need to know to start crafting compelling, captivating content. Get an overview of ChatGPT and how to leverage it effectively to enhance your social media presence. Set up your ChatGPT environment and learn best practices. Step through crafting social media posts and curating  visual content with ChatGPT, and then dive into ways ChatGPT can enhance your content planning and strategy. This course empowers you to embrace the future of content creation with ChatGPT.",Course,N/A,N/A,true,N/A,
Désamorcer un conflit grâce à l'écoute,"Dans ce cours audio qui s'adresse aux managers et aux collaborateurs, vous apprendrez à améliorer votre écoute des autres, notamment dans des situations de conflit. En s'appuyant sur des situations vécues en entreprise, Emmanuel Chila vous propose des méthodes simples et de bon sens. Vous apprendrez à éviter les incompréhensions, les irritations les frustrations et à détecter les biais qui peuvent y conduire. Puis, vous verrez comment rester concentré sur les propos tenus par l'autre lors d'un échange, de les clarifier, de les reformuler et de poser les bonnes questions qui vous permettront de construire une relation constructive.",Course,2024-03-25 18:51 UTC,N/A,false,N/A,
What to Do When You’re New (Blinkist Summary),"<i>What to Do When You’re New</i> is the result of Keith Rollag’s 20 years of research on why people become anxious and stressed in new situations. It provides strategies for changing your outlook on new situations and offers techniques for handling them with comfort and confidence. This audio-only summary distills the best tips from Rollag's book. Learn why you're anxious in new situations and discover techniques to become more comfortable, confident, and successful. Get practical advice for introducing yourself, remembering names, asking questions, building new relationships, and more. With these simple mindset shifts, you can be more at ease with the unknown.<br><br>Note: This audiobook summary was produced by <a href=""https://www.blinkist.com/?utm_source=linkedinlearning&utm_medium=partner&utm_campaign=What-to-Do-When-You're-New-Blinkist"" target=""_blank"">Blinkist</a>. We are pleased to host this content in our library.",Course,N/A,N/A,true,N/A,
Manager ses ex-collègues,"Manager n'est pas chose facile, mais lorsqu'il s'agit d'anciens collègues, cela peut vite se compliquer. Dans cette formation d'Emmanuel Chila, qui repose sur des expériences réelles vécues en entreprise, vous découvrirez des conseils simples et pratiques pour manager vos anciens collègues avec plus de facilité. Vous aborderez la perception de vos collègues, les craintes et les doutes, les risques de conflits, mais aussi les méthodes qui vous permettront de les valoriser, et de valoriser leur travail, afin d'assoir des relations de confiance, saines et productives.",Course,2024-10-25 02:18 UTC,N/A,false,N/A,
Excel : Les fonctions de recherche croisée (Microsoft 365),"Découvrez ce cours sur Excel afin de maîtriser les fonctions de recherche du tableur. Avec Martial Auroy, formateur spécialisé Microsoft 365 et écrivain de livres sur Office 365, vous allez rechercher une valeur dans un tableau ou une liste de cellules afin de l'utiliser dans une formule. Par exemple, vous allez apprendre à rechercher un tarif pour une référence. Vous allez également rechercher une valeur dans un budget, au croisement d'un compte et d'un mois, etc. Puis vous allez voir comment automatiser des données par des recherches et parcourir des listes ainsi que des tableaux facilement.",Course,2024-07-23 18:50 UTC,N/A,false,N/A,
